artist,score,category
Egbert van der Poel,0.59488285,fineart
Egbert van Heemskerck,0.6125889,fineart
Eglon van der Neer,0.5099339,digipa-med-impact
Egon Schiele,0.6891415,scribbles
Egon von Vietinghoff,0.57180583,fineart
Ei-Q,0.45038772,digipa-low-impact
Eiichiro Oda,0.64772165,anime
Eileen Agar,0.82945526,scribbles
Eileen Aldridge,0.46210572,digipa-low-impact
Einar Hakonarson,0.5328311,digipa-high-impact
Eishōsai Chōki,0.7639659,scribbles
Eizō Katō,0.5774127,digipa-high-impact
Ejnar Nielsen,0.6280824,fineart
El Greco,0.68343943,fineart
El Lissitzky,0.7549487,scribbles
Elaine de Kooning,0.7514996,scribbles
Elaine Duillo,0.49474388,digipa-med-impact
Elaine Hamilton,0.46941522,digipa-low-impact
Elbridge Ayer Burbank,0.43572164,digipa-low-impact
Eleanor Best,0.50966686,digipa-med-impact
Eleanor Fortescue-Brickdale,0.6909729,fineart
Eleanor Hughes,0.46007007,digipa-low-impact
Eleanor Layfield Davis,0.6158844,fineart
Eleanor Vere Boyle,0.58925456,digipa-high-impact
Elenore Abbott,0.5187141,digipa-med-impact
Elfriede Lohse-Wächtler,0.58097905,fineart
Elias Goldberg,0.45416242,digipa-low-impact
Elias Ravanetti,0.38719344,digipa-low-impact
Elina Karimova,0.5384318,digipa-high-impact
Elinor Proby Adams,0.48967826,digipa-med-impact
Eliot Hodgkin,0.55740607,digipa-high-impact
Eliott Lilly,0.5235398,digipa-med-impact
Elisabeth Collins,0.45337808,digipa-low-impact
Eliseu Visconti,0.5763241,fineart
Elizabeth Charleston,0.46001568,digipa-low-impact
Elizabeth Durack,0.6010842,fineart
Elizabeth Forbes,0.61092335,fineart
Elizabeth Gadd,0.7691194,digipa-high-impact
Elizabeth Jane Lloyd,0.5688463,digipa-high-impact
Elizabeth MacNicol,0.65773135,fineart
Elizabeth Murray,0.48227608,digipa-med-impact
Elizabeth Polunin,0.5578102,digipa-high-impact
Elizabeth Shippen Green,0.7533686,fineart
Elizabeth York Brunton,0.6043737,fineart
Elke Vogelsang,0.43092483,digipa-low-impact
Ella Guru,0.46619284,digipa-low-impact
Ellen Gallagher,0.758621,scribbles
Ellen Jewett,0.63420236,digipa-high-impact
Elliott Erwitt,0.69950557,black-white
Ellsworth Kelly,0.8455428,scribbles
Elmer Bischoff,0.6968948,fineart
Elmyr de Hory,0.6046374,fineart
Elsa Beskow,0.7736908,fineart
Elsa Bleda,0.70005083,digipa-high-impact
Elsie Dalton Hewland,0.6067718,digipa-high-impact
Elsie Henderson,0.56310076,digipa-high-impact
Elsie Vera Cole,0.45377362,digipa-low-impact
Elwood H. Smith,0.5119027,digipa-med-impact
Emanuel Büchel,0.5487217,fineart
Emanuel de Witte,0.58027405,fineart
Emanuel Leutze,0.6007246,fineart
Emanuel Schongut,0.5047326,digipa-med-impact
Emil Alzamora,0.5844039,nudity
Emil Carlsen,0.691326,fineart
Emil Ferris,0.49282396,digipa-med-impact
Emil Fuchs,0.54807395,fineart
Emil Lindenfeld,0.5761086,fineart
Emil Nolde,0.8323225,scribbles
Emil Orlik,0.7842625,scribbles
Emile Auguste Carolus-Duran,0.62353987,fineart
Emile Lahner,0.5202367,digipa-med-impact
Emilia Wilk,0.5264961,fineart
Emiliano Di Cavalcanti,0.6131207,fineart
Emiliano Ponzi,0.69278395,scribbles
Emilio Grau Sala,0.52156484,fineart
Emily Carr,0.69512105,fineart
Emily Kame Kngwarreye,0.7532016,weird
Emily Murray Paterson,0.4392335,fineart
Emily Shanks,0.43519047,digipa-low-impact
Emma Lampert Cooper,0.5894849,fineart
Emmanuel Shiu,0.51082766,digipa-med-impact
Emmanuelle Moureaux,0.5335641,digipa-high-impact
Emory Douglas,0.78179604,scribbles
Emperor Huizong of Song,0.7525214,ukioe
Endre Bálint,0.5553731,fineart
Enguerrand Quarton,0.49711192,fineart
Enki Bilal,0.58492255,fineart
Enrique Grau,0.46046937,digipa-low-impact
Enrique Simonet,0.5937546,fineart
Enrique Tábara,0.559323,fineart
Enzo Cucchi,0.55331933,digipa-high-impact
Ephraim Moses Lilien,0.7510494,fineart
Eppo Doeve,0.49975222,digipa-med-impact
Eric Dinyer,0.4321258,digipa-low-impact
Eric Fischl,0.55107886,fineart
Eric Peterson,0.47106332,digipa-low-impact
Eric Taylor,0.43312082,digipa-low-impact
Eric Wallis,0.58191466,fineart
Eric Zener,0.58300316,fineart
Erich Heckel,0.66384083,fineart
Erin Hanson,0.4343264,digipa-low-impact
Erlund Hudson,0.5422107,digipa-high-impact
Ernest Biéler,0.5778079,fineart
Ernest Briggs,0.5408636,fineart
Ernest Buckmaster,0.5605704,fineart
Ernest Crichlow,0.5940588,fineart
Ernest Heber Thompson,0.54039246,digipa-high-impact
Ernest Hébert,0.56859314,fineart
Ernest Lawson,0.6575238,fineart
Ernest Morgan,0.4665036,digipa-low-impact
Ernest Procter,0.6815795,fineart
Ernest William Christmas,0.4876317,digipa-med-impact
Ernest Zobole,0.6085073,fineart
Ernie Barnes,0.6307126,cartoon
Ernst Fuchs,0.6953538,nudity
Ernst Haas,0.6361123,digipa-high-impact
Ernst Haeckel,0.6660129,fineart
Ernst Ludwig Kirchner,0.82756275,scribbles
Ernst Thoms,0.70221686,fineart
Ernst Wilhelm Nay,0.805295,scribbles
Ernő Bánk,0.47753686,digipa-med-impact
Ernő Grünbaum,0.57634187,fineart
Ernő Rubik,0.5920297,fineart
Ernő Tibor,0.50851977,digipa-med-impact
Erwin Bowien,0.52895796,digipa-high-impact
Esaias Boursse,0.6093308,fineart
Esaias van de Velde,0.68673944,fineart
Esao Andrews,0.5761547,fineart
Esther Blaikie MacKinnon,0.593747,digipa-high-impact
Estuardo Maldonado,0.437594,digipa-low-impact
Etel Adnan,0.75631833,scribbles
Ethan Van Sciver,0.65442884,cartoon
Ethel Schwabacher,0.60748273,fineart
Etienne Delessert,0.5037818,fineart
Ettore Sottsass,0.7376095,digipa-high-impact
Ettore Tito,0.556875,fineart
Euan Uglow,0.69060403,scribbles
Eugeen Van Mieghem,0.48270774,digipa-med-impact
Eugene Delacroix,0.70995826,fineart
Eugene J. Martin,0.55078864,fineart
Eugene Leroy,0.54019785,digipa-high-impact
Eugene Montgomery,0.5128343,digipa-med-impact
Eugene Tertychnyi,0.5598978,fineart
Eugene von Guerard,0.6109776,fineart
Eugenio de Arriba,0.52613926,digipa-high-impact
Eugenio Granell,0.5392264,fineart
Eugeniusz Zak,0.45985222,digipa-low-impact
Eugeniusz Żak,0.556925,nudity
Eugène Boudin,0.70001304,fineart
Eugène Brands,0.56681967,fineart
Eugène Burnand,0.6107876,fineart
Eugène Carrière,0.65272695,fineart
Eugène Delacroix,0.70155394,fineart
Eugène Grasset,0.7741958,fineart
Eugène Isabey,0.6160607,fineart
Eva Gonzalès,0.5981396,fineart
Eva Švankmajerová,0.46454152,digipa-low-impact
Evaristo Baschenis,0.5857368,fineart
Evelyn Abelson,0.4574563,digipa-low-impact
Evelyn Cheston,0.58924586,fineart
Evelyn De Morgan,0.6317376,fineart
Everett Raymond Kinstler,0.5824819,fineart
Everett Shinn,0.7355817,fineart
Everett Warner,0.53641814,digipa-high-impact
Evgeni Gordiets,0.79967916,scribbles
Evgeny Lushpin,0.5714827,special
Ewald Rübsamen,0.57083976,fineart
Exekias,0.5734506,fineart
Eyvind Earle,0.7788089,scribbles
F Scott Hess,0.42582104,fineart
F. Scott Hess,0.43634564,fineart
Fabian Perez,0.57444525,fineart
Fabien Charuau,0.43688047,digipa-low-impact
Fabio Hurtado,0.5955889,fineart
Fairfield Porter,0.68790644,fineart
Faith 47,0.5517006,digipa-high-impact
Faith Ringgold,0.6739976,scribbles
Fan Kuan,0.4513034,digipa-low-impact
Fang Congyi,0.45240825,fareast
Fang Lijun,0.77097225,fineart
Fanny McIan,0.47406268,digipa-low-impact
Farel Dalrymple,0.7213298,fineart
Fathi Hassan,0.43090487,digipa-low-impact
Fede Galizia,0.5456873,digipa-high-impact
Federico Barocci,0.682664,fineart
Federico Zandomeneghi,0.65033823,fineart
Federico Zuccari,0.6425021,fineart
Fedot Sychkov,0.47935224,digipa-med-impact
Fei Danxu,0.4433627,fareast
Felice Casorati,0.6584761,fineart
Felipe Seade,0.57342744,digipa-high-impact
Felix Octavius Carr Darley,0.62223387,fineart
Felix-Kelly,0.43132153,digipa-low-impact
Feng Zhu,0.5634973,fineart
Fenghua Zhong,0.56492203,fareast
Ferdinand Bol,0.6414797,fineart
Ferdinand Hodler,0.7213758,nudity
Ferdinand Knab,0.6596528,fineart
Ferdinand Van Kessel,0.67742276,fineart
Ferenc Joachim,0.5408625,fineart
Fern Coppedge,0.7036215,fineart
Fernand Khnopff,0.6512954,nudity
Fernand Léger,0.7079839,scribbles
Fernand Pelez,0.5027561,digipa-med-impact
Fernand Toussaint,0.5982694,fineart
Fernand Verhaegen,0.54601514,fineart
Fernando Amorsolo,0.66683346,fineart
Fernando Botero,0.7412504,nudity
Fernando Gerassi,0.48841453,digipa-med-impact
Fikret Muallâ Saygı,0.510694,digipa-med-impact
Filip Hodas,0.60053295,digipa-high-impact
Filippino Lippi,0.7163017,fineart
Fiona Rae,0.4646715,digipa-low-impact
Fiona Stephenson,0.44761062,fineart
Fitz Henry Lane,0.659841,fineart
Fitz Hugh Lane,0.657923,fineart
Flavia Blois,0.45950204,digipa-low-impact
Fletcher Martin,0.45055175,digipa-low-impact
Flora Borsi,0.5091922,digipa-med-impact
Flora Macdonald Reid,0.6687404,fineart
Florence Engelbach,0.5273161,digipa-high-impact
Floris van Dyck,0.64900756,fineart
Floris van Schooten,0.6376191,fineart
Ford Madox Brown,0.6743224,fineart
Fra Angelico,0.84984255,fineart
Fra Bartolomeo,0.6661105,fineart
Fra Filippo Lippi,0.7433891,fineart
Frances C. Fairman,0.5827239,fineart
Frances Currey,0.65068,fineart
Frances Hodgkins,0.6352128,fineart
Frances Jetter,0.5376904,fineart
Frances Macdonald,0.6950408,scribbles
Frances MacDonald,0.6950408,scribbles
Francesca Woodman,0.60435605,digipa-high-impact
Francesco Albani,0.6621554,fineart
Francesco Bartolozzi,0.63431,fineart
Francesco Bonsignori,0.5478936,fineart
Francesco Clemente,0.8090387,scribbles
Francesco Cozza,0.5155097,digipa-med-impact
Francesco del Cossa,0.7104901,nudity
Francesco Filippini,0.5429598,digipa-high-impact
Francesco Furini,0.6022654,digipa-high-impact
Francesco Guardi,0.70682615,fineart
Francesco Hayez,0.6960006,fineart
Francesco Raibolini,0.53314835,fineart
Francesco Zuccarelli,0.612805,fineart
Francis Bacon,0.6895397,scribbles
Francis Bourgeois,0.5397272,digipa-high-impact
Francis Cadell,0.66119456,fineart
Francis Coates Jones,0.6361159,fineart
Francis Davis Millet,0.5988504,fineart
Francis Ernest Jackson,0.5506009,fineart
Francis Focer Brown,0.59779185,fineart
Francis Helps,0.50707847,digipa-med-impact
Francis Picabia,0.6795391,scribbles
Francisco de Burgos Mantilla,0.65516514,fineart
Francisco De Goya,0.6954584,fineart
Francisco de Holanda,0.6091294,fineart
Francisco de Zurbarán,0.7007234,fineart
Francisco Goya,0.69522625,fineart
Francisco Josè de Goya,0.6589663,fineart
Francisco Martín,0.5842005,fineart
Francisco Oller,0.63846034,fineart
Francisco Zúñiga,0.58359766,fineart
Franciszek Kostrzewski,0.57570386,fineart
Franciszek Smuglewicz,0.5722554,fineart
Franciszek Starowieyski,0.5709621,fineart
Franciszek Żmurko,0.56855476,fineart
Frank Auerbach,0.6201102,weird
Frank Barrington Craig,0.4883762,digipa-med-impact
Frank Buchser,0.44373792,digipa-low-impact
Frank DuMond,0.51004076,digipa-med-impact
Frank Frazetta,0.551121,nudity
Frank Gehry,0.6136776,digipa-high-impact
Frank Holl,0.6027312,fineart
Frank J. Girardin,0.5839858,fineart
Frank Leonard Brooks,0.6139327,fineart
Frank Lloyd Wright,0.60793245,scribbles
Frank Mason,0.46254665,digipa-low-impact
Frank McKelvey,0.5831641,fineart
Frank Miller,0.65707314,digipa-high-impact
Frank Montague Moore,0.5556432,fineart
Frank O'Meara,0.5837992,fineart
Frank Schoonover,0.51056194,fineart
Frank Stella,0.80049455,scribbles
Frank Tinsley,0.4480373,digipa-low-impact
Frank Weston Benson,0.6760142,fineart
Frank Xavier Leyendecker,0.545465,fineart
Franklin Booth,0.5870834,fineart
Franklin Carmichael,0.5687844,digipa-high-impact
Frans Hals,0.6542338,fineart
Frans Koppelaar,0.5658725,fineart
Frans Masereel,0.81997275,scribbles
Frans van Mieris the Elder,0.6912799,fineart
Frans van Mieris the Younger,0.6951849,fineart
František Jakub Prokyš,0.58782333,fineart
František Kaván,0.5924211,fineart
František Kupka,0.6993329,fineart
Franz Cižek,0.56670356,fineart
Franz Fedier,0.5669752,fineart
Franz Hegi,0.71495223,scribbles
Franz Karl Basler-Kopp,0.59663445,fineart
Franz Kline,0.7576461,scribbles
Franz Marc,0.75538874,scribbles
Franz Sedlacek,0.762062,scribbles
Franz Stuck,0.6836468,fineart
Franz Vohwinkel,0.5448179,fineart
Franz von Lenbach,0.61948,fineart
Franz Xaver Winterhalter,0.62229514,fineart
François Barraud,0.5933471,fineart
François Bocion,0.6272365,fineart
François Boquet,0.57924724,fineart
François Boucher,0.67153126,fineart
François Clouet,0.57162094,fineart
François Girardon,0.5830649,fineart
François Joseph Heim,0.6175854,fineart
François Louis Thomas Francia,0.6207474,fineart
François Quesnel,0.6365935,fineart
Fred A. Precht,0.5481606,fineart
Fred Cress,0.4837878,digipa-med-impact
Fred Ludekens,0.431662,digipa-low-impact
Fred Marcellino,0.47346023,digipa-low-impact
Fred Williams,0.54544824,fineart
Frederic Church,0.6865637,fineart
Frederic Edwin Church,0.6863009,fineart
Frederic Leighton,0.64383554,fineart
Frederic Remington,0.67074275,fineart
Frederick Carl Frieseke,0.6873361,fineart
Frederick Edwin Church,0.64416,fineart
Frederick Goodall,0.6690712,fineart
Frederick Hammersley,0.7514268,scribbles
Frederick Lord Leighton,0.6299176,fineart
Frederick McCubbin,0.67263377,fineart
Frederik de Moucheron,0.6435952,fineart
Frederik Vermehren,0.45949826,digipa-low-impact
Frida Kahlo,0.75303876,scribbles
Friedensreich Hundertwasser,0.7791805,scribbles
Friedrich Gauermann,0.55063415,fineart
Friedrich Ritter von Friedländer-Malheim,0.6493772,fineart
Friedrich Traffelet,0.5428817,fineart
Friedrich von Amerling,0.6420181,fineart
Frieke Janssens,0.5706969,digipa-high-impact
Frits Thaulow,0.65341854,fineart
Frits Van den Berghe,0.53896487,fineart
Fritz Baumann,0.5341434,fineart
Fritz Bultman,0.6318746,fineart
Fritz Glarner,0.43787453,digipa-low-impact
Fritz Puempin,0.5452847,fineart
Fritz von Dardel,0.71446383,scribbles
Fritz von Uhde,0.6572697,fineart
Frédéric Bazille,0.6657115,fineart
Fujishima Takeji,0.6751577,anime
Fujiwara Nobuzane,0.6873439,fineart
Fujiwara Takanobu,0.70410216,ukioe
Fuller Potter,0.4552072,digipa-low-impact
Fuyuko Matsui,0.5051116,fareast
Fyodor Slavyansky,0.49796474,digipa-med-impact
Fyodor Vasilyev,0.5234919,digipa-med-impact
Félix Arauz,0.52555984,digipa-high-impact
Félix Bódog Widder,0.6153954,fineart
Félix Labisse,0.5775142,fineart
Félix Vallotton,0.71237606,fineart
Félix Ziem,0.45987016,digipa-low-impact
Gabor Szikszai,0.5485203,digipa-high-impact
Gabriel Ba,0.6773366,cartoon
Gabriel Dawe,0.5204431,fineart
Gabriel Metsu,0.6654555,fineart
Gabriele Münter,0.7690926,scribbles
Gaetano Pesce,0.75906265,scribbles
Gaetano Previati,0.61743724,fineart
Gaetano Sabatini,0.49307147,digipa-med-impact
Gai Qi,0.613744,anime
Gang Se-hwang,0.45937777,digipa-low-impact
Gao Cen,0.60618126,nudity
Gao Fenghan,0.5732926,fareast
Gao Qipei,0.4860631,fareast
Gao Xiang,0.5392419,fareast
Gareth Pugh,0.6223551,digipa-high-impact
Garry Winogrand,0.83994275,black-white
Gary Larson,0.6801336,scribbles
Gary Panter,0.7514598,scribbles
Gaston Anglade,0.537608,digipa-high-impact
Gaston Bussière,0.665221,fineart
Gatōken Shunshi,0.6833314,anime
Gaudi,0.57519895,fineart
Gaugin,0.729636,fineart
Gavin Hamilton,0.5982757,fineart
Gediminas Pranckevicius,0.6467787,fineart
Geertgen tot Sint Jans,0.72107565,fineart
Gen Paul,0.4658785,digipa-low-impact
Gene Davis,0.44343877,digipa-low-impact
Genevieve Springston Lynch,0.4979099,digipa-med-impact
Genndy Tartakovsky,0.6591695,scribbles
Gentile Bellini,0.511102,digipa-med-impact
Gentile Tondino,0.45043385,digipa-low-impact
Geof Darrow,0.6851174,scribbles
Geoffrey Dyer,0.50120556,digipa-med-impact
Georg Arnold-Graboné,0.5103381,digipa-med-impact
Georg Baselitz,0.7053314,scribbles
Georg Friedrich Kersting,0.6256248,fineart
Georg Friedrich Schmidt,0.60364646,fineart
Georg Jensen,0.594782,digipa-high-impact
Georg Karl Pfahler,0.50700235,digipa-med-impact
Georg Scholz,0.46674117,digipa-low-impact
Georg Schrimpf,0.48697302,digipa-med-impact
George Abe,0.6140447,digipa-high-impact
George Aleef,0.5355317,digipa-high-impact
George Ault,0.66756654,fineart
George B. Bridgman,0.5592567,fineart
George B. Sutherland,0.5467901,fineart
George Bain,0.58519644,fineart
George barbier,0.82046914,fineart
George Barker,0.5763551,fineart
George Baselitz,0.7223453,scribbles
George Bell,0.44779524,digipa-low-impact
George Bellows,0.6737008,fineart
George Benjamin Luks,0.548566,fineart
George Biddle,0.61058354,fineart
George Caleb Bingham,0.7262154,digipa-high-impact
George Catlin,0.6547183,fineart
George Claessen,0.49412063,digipa-med-impact
George Cruikshank,0.6473593,fineart
George Dionysus Ehret,0.5983857,fineart
George Earl Ortman,0.56295705,fineart
George Fiddes Watt,0.55861616,fineart
George Frederic Watts,0.66595024,fineart
George Frederick Harris,0.4833259,fineart
George French Angas,0.5434376,fineart
George Gardner Symons,0.57431924,fineart
George Grosz,0.6620224,fineart
George Hendrik Breitner,0.6804209,fineart
George Henry,0.6070727,digipa-high-impact
George Herbert Baker,0.5799624,digipa-high-impact
George Herriman,0.7028568,scribbles
George Hurrell,0.57496595,digipa-high-impact
George Inness,0.7470588,fineart
George Jamesone,0.6079673,fineart
George Lambourn,0.6312267,fineart
George Lucas,0.510038,digipa-med-impact
George Luks,0.6182724,fineart
George Manson,0.68013126,digipa-high-impact
George Morrison,0.47533786,digipa-med-impact
George Papazov,0.42420334,digipa-low-impact
George Passantino,0.4552104,digipa-low-impact
George Paul Chalmers,0.5665988,digipa-high-impact
George Pirie,0.56213045,digipa-high-impact
George Reid,0.59095883,digipa-high-impact
George Romney,0.62868094,fineart
George Stubbs,0.6209227,fineart
George Tooker,0.6740602,scribbles
George Wyllie,0.61829203,fineart
Georges Braque,0.67514753,scribbles
Georges de La Tour,0.6421979,fineart
Georges Emile Lebacq,0.56175387,fineart
Georges Lacombe,0.6944455,fineart
Georges Lemmen,0.6139967,scribbles
Georges Rouault,0.69758564,scribbles
Georges Seurat,0.8534801,scribbles
Georges Stein,0.5049069,digipa-med-impact
Georgia O'Keeffe,0.77368987,scribbles
Georgia O’Keeffe,0.77368987,scribbles
Georgina Hunt,0.46105456,digipa-low-impact
Gerald Brom,0.52473724,fineart
Gerald Kelley,0.5521059,digipa-high-impact
Gerald Kelly,0.5579602,digipa-high-impact
Gerald van Honthorst,0.6115939,fineart
Gerard David,0.68058,fineart
Gerard de Lairesse,0.6639489,fineart
Gerard Houckgeest,0.5424413,digipa-high-impact
Gerard Seghers,0.6205679,fineart
Gerard Sekoto,0.5719927,fineart
Gerard Soest,0.53160626,fineart
Gerard ter Borch,0.706589,fineart
Gerbrand van den Eeckhout,0.57897866,fineart
Gerda Wegener,0.70319015,scribbles
Gerhard Munthe,0.687658,fineart
Gerhard Richter,0.67426133,fineart
Germaine Krull,0.6621777,black-white
Germán Londoño,0.5338712,fineart
Gerrit Adriaenszoon Berckheyde,0.67340267,fineart
Gerrit Dou,0.7029986,fineart
Gertrude Abercrombie,0.7196962,scribbles
Gertrude Greene,0.5862596,digipa-high-impact
Gertrude Harvey,0.5903887,fineart
Giacomo Balla,0.68893707,fineart
Giambattista Pittoni,0.5792371,fineart
Gian Lorenzo Bernini,0.58210254,fineart
Gianluca Foli,0.5637317,digipa-high-impact
Gifford Beal,0.6914777,fineart
Gigadō Ashiyuki,0.7261864,fineart
Gijsbert d'Hondecoeter,0.55455256,fineart
Gil Elvgren,0.5614284,digipa-high-impact
Gilbert Stuart,0.659772,fineart
Gilberto Soren Zaragoza,0.5448442,fineart
Gilles Beloeil,0.43997732,digipa-low-impact
Gillis d'Hondecoeter,0.58813053,fineart
Gillis Rombouts,0.58770025,fineart
Gino Severini,0.77247965,scribbles
Giocondo Albertolli,0.62441677,fineart
Giorgio Cavallon,0.5209209,digipa-med-impact
Giorgio De Chirico,0.6815907,fineart
Giorgio de Chirico,0.6815907,fineart
Giorgio De Vincenzi,0.5291678,fineart
Giorgio Giulio Clovio,0.5403708,fineart
Giorgio Morandi,0.6789025,fineart
Giorgione,0.7252798,fineart
Giotto Di Bondone,0.81427747,fineart
Giotto,0.7785216,fineart
Giovanni Antonio Galli,0.657484,fineart
Giovanni Battista Bracelli,0.62635326,fineart
Giovanni Battista Cipriani,0.6022825,fineart
Giovanni Battista Gaulli,0.65036476,fineart
Giovanni Battista Innocenzo Colombo,0.6653655,fineart
Giovanni Battista Piazzetta,0.65012705,fineart
Giovanni Battista Piranesi,0.79111177,fineart
Giovanni Battista Tiepolo,0.6754107,fineart
Giovanni Battista Venanzi,0.61996603,fineart
Giovanni Bellini,0.67622876,fineart
Giovanni Bernardino Asoleni,0.6635405,fineart
Giovanni Bernardino Azzolini,0.65774256,fineart
Giovanni Bernardino Mazzolini,0.64416045,fineart
Giovanni Boldini,0.6368698,fineart
Giovanni da Udina,0.7763063,fineart
Giovanni Fattori,0.59544694,fineart
Giovanni Francesco Barbieri,0.6981316,fineart
Giovanni Giacometti,0.6730505,fineart
Giovanni Lanfranco,0.4737344,digipa-low-impact
Giovanni Paolo Cavagna,0.6840265,fineart
Giovanni Paolo Pannini,0.6802902,fineart
Giovanni Pelliccioli,0.4868688,digipa-med-impact
Girolamo Muziano,0.64234406,fineart
Giuseppe Antonio Petrini,0.55340284,fineart
Giuseppe Arcimboldo,0.6937329,fineart
Giuseppe Avanzi,0.47846943,digipa-med-impact
Giuseppe Bernardino Bison,0.64633006,fineart
Giuseppe Camuncoli,0.45377725,digipa-low-impact
Giuseppe De Nittis,0.65354455,fineart
Giuseppe de Nittis,0.65354455,fineart
Giuseppe Grisoni,0.5432699,fineart
Gjon Mili,0.46520913,digipa-low-impact
Gladys Dawson,0.6228511,fineart
Gladys Kathleen Bell,0.60747695,fineart
Glen Angus,0.51609933,digipa-med-impact
Glen Keane,0.60287905,cartoon
Glenn Fabry,0.55786383,fineart
Glenys Cour,0.55304,digipa-high-impact
Gloria Stoll Karn,0.4937976,digipa-med-impact
Go Nagai,0.72770613,anime
Godfrey Blow,0.52062386,digipa-med-impact
Godfried Schalcken,0.625893,fineart
Gong Kai,0.5276811,digipa-high-impact
Gong Xian,0.4595083,digipa-low-impact
Gonzalo Endara Crow,0.552346,digipa-high-impact
Gordon Browne,0.5308195,digipa-high-impact
Gordon Parks,0.5759978,digipa-high-impact
Goro Fujita,0.6346491,cartoon
Gottfried Helnwein,0.6962953,digipa-high-impact
Govert Dircksz Camphuysen,0.65258145,fineart
Govert Flinck,0.68975246,fineart
Goyō Hashiguchi,0.7595048,ukioe
Grace Cossington Smith,0.69811064,fineart
Grace English,0.4638674,digipa-low-impact
Grace Pailthorpe,0.61026484,digipa-high-impact
Graham Sutherland,0.7031714,scribbles
Grandma Moses,0.6890782,fineart
Grant Wood,0.6266253,fineart
Grayson Perry,0.62928164,digipa-high-impact
Greg Hildebrandt,0.4271311,fineart
Greg Rutkowski,0.5203395,special
Greg Simkins,0.5679761,fineart
Greg Staples,0.5555332,fineart
Gregorio Lazzarini,0.57204294,fineart
Gregorio Prestopino,0.53250784,fineart
Gregory Crewdson,0.59810174,digipa-high-impact
Gregory Manchess,0.54270375,fineart
Grete Stern,0.7656276,fineart
Grethe Jürgens,0.5773412,digipa-high-impact
Grigoriy Myasoyedov,0.61801606,fineart
Grzegorz Rutkowski,0.48906532,special
Gu Hongzhong,0.4454906,fareast
Gu Kaizhi,0.6110798,fareast
Gu Zhengyi,0.49629828,digipa-med-impact
Guan Daosheng,0.506712,fareast
Guerrilla Girls,0.64309967,digipa-high-impact
Guido Borelli Da Caluso,0.66966087,digipa-high-impact
Guido Crepax,0.7835321,cartoon
Guido Reni,0.6416875,fineart
Guillermo del Toro,0.52565175,digipa-high-impact
Guo Pei,0.5857794,fareast
Gustaf Munch-Petersen,0.6522485,fineart
Gustaf Tenggren,0.7006041,cartoon
Gustav Doré,0.7367536,fineart
Gustav Klimt,0.72356784,nudity
Gustave Baumann,0.5607866,fineart
Gustave Boulanger,0.655797,fineart
Gustave Buchet,0.62243867,fineart
Gustave Caillebotte,0.71181154,fineart
Gustave Courbet,0.64476407,fineart
Gustave Dore,0.6735896,fineart
Gustave Doré,0.7018832,fineart
Gustave Moreau,0.67607844,fineart
Gustave Van de Woestijne,0.6777346,scribbles
Gusukuma Seihō,0.60479784,fareast
Guy Billout,0.5064906,digipa-med-impact
Guy Denning,0.67375445,fineart
Guy Rose,0.68960273,fineart
Gwen Barnard,0.46400994,digipa-low-impact
Gwen John,0.6944161,fineart
Gwenda Morgan,0.5915571,digipa-high-impact
Gwenny Griffiths,0.45598924,digipa-low-impact
Gwilym Prichard,0.45256525,digipa-low-impact
Gyoshū Hayami,0.68665624,anime
Gyula Aggházy,0.517747,fineart
Gyula Basch,0.52524436,digipa-high-impact
Gyula Batthyány,0.5332407,fineart
Gyula Derkovits,0.5500315,fineart
György Rózsahegyi,0.59580946,fineart
György Vastagh,0.55258965,fineart
Gérard Ernest Schneider,0.5429964,fineart
H. R. (Hans Ruedi) Giger,0.547799,fineart
H. R. Giger,0.6456823,weird
H.P. Lovecraft,0.6039597,digipa-high-impact
H.R. Millar,0.58655745,fineart
Haddon Sundblom,0.46490777,digipa-low-impact
Hajime Sorayama,0.60325956,nudity
Hal Foster,0.5351446,fineart
Hale Woodruff,0.52000225,digipa-med-impact
Hallsteinn Sigurðsson,0.47858906,digipa-med-impact
Hamilton Sloan,0.5197798,digipa-med-impact
Hamish MacDonald,0.462645,digipa-low-impact
Hanabusa Itchō II,0.81187993,ukioe
Hanabusa Itchō,0.68023074,ukioe
Hanna-Barbera,0.6588123,cartoon
Hannah Hoch,0.7509496,scribbles
Hannah Höch,0.69495845,scribbles
Hans Arnold,0.4335214,digipa-low-impact
Hans Baldung,0.654431,fineart
Hans Baluschek,0.66636246,fineart
Hans Beat Wieland,0.51553553,digipa-med-impact
Hans Bellmer,0.6735973,nudity
Hans Bol,0.5045265,digipa-med-impact
Hans Burgkmair,0.52416867,digipa-med-impact
Hans Eduard von Berlepsch-Valendas,0.61562145,fineart
Hans Erni,0.7096618,scribbles
Hans Falk,0.52588874,digipa-high-impact
Hans Gude,0.60780364,fineart
Hans Hartung,0.75718236,scribbles
Hans Hinterreiter,0.5483628,fineart
Hans Hofmann,0.8686159,scribbles
Hans Holbein the Elder,0.6733856,fineart
Hans Holbein the Younger,0.70590156,fineart
Hans Leu the Elder,0.64770013,fineart
Hans Makart,0.5881955,fineart
Hans Memling,0.7387886,fineart
Hans Mertens,0.44260004,digipa-low-impact
Hans Sandreuter,0.5562575,digipa-high-impact
Hans Schwarz,0.4463275,digipa-low-impact
Hans von Aachen,0.62437224,fineart
Hans von Bartels,0.45200723,digipa-low-impact
